"107年08月24日每5秒委託成交統計"
"時間","累積委託買進筆數","累積委託買進數量","累積委託賣出筆數","累積委託賣出數量","累積成交筆數","累積成交數量","累積成交金額",
"10:47:00","2,414,947","20,743,412","2,697,763","12,224,379","424,059","2,549,961","50,863",
"10:47:05","2,416,168","20,732,856","2,699,228","12,215,622","424,291","2,550,996","50,897",
"10:47:10","2,417,593","20,729,514","2,700,888","12,237,523","424,482","2,551,898","50,927",
"10:47:15","2,418,868","20,737,034","2,702,305","12,253,490","424,695","2,552,408","50,958",
"10:47:20","2,420,183","20,755,885","2,703,835","12,255,764","424,914","2,553,075","50,994",
"10:47:25","2,421,378","20,766,054","2,705,377","12,267,057","425,119","2,554,057","51,029",
"10:47:30","2,423,272","20,734,474","2,707,338","12,231,195","425,549","2,556,938","51,097",
"10:47:35","2,424,983","20,768,625","2,709,321","12,242,745","425,783","2,558,777","51,134",
"10:47:40","2,426,372","20,758,695","2,710,968","12,249,200","425,977","2,559,231","51,159",
"10:47:45","2,427,469","20,764,371","2,712,233","12,248,932","426,120","2,559,723","51,176",
"10:47:50","2,428,686","20,756,906","2,713,640","12,255,274","426,261","2,560,167","51,192",
"10:47:55","2,429,316","20,770,973","2,714,559","12,271,615","426,388","2,560,674","51,209",
"10:48:00","2,430,641","20,781,177","2,715,914","12,276,960","426,535","2,561,013","51,229",
"10:48:05","2,432,391","20,767,103","2,717,621","12,257,622","426,703","2,561,684","51,250",
"10:48:10","2,433,409","20,768,946","2,719,049","12,272,652","426,888","2,562,382","51,275",
"10:48:15","2,434,599","20,793,628","2,720,400","12,282,665","427,047","2,563,137","51,294",
